year,level_1,level_2,level_3,level_4,value
2015,Others,Males,Queenstown- Total,Margaret Drive,160
2015,Others,Males,Queenstown- Total,Mei Chin,200
2015,Others,Males,Queenstown- Total,National University of S'pore,10
2015,Others,Males,Queenstown- Total,One North,90
2015,Others,Males,Queenstown- Total,Pasir Panjang 1,170
2015,Others,Males,Queenstown- Total,Pasir Panjang 2,190
2015,Others,Males,Queenstown- Total,Queensway,20
2015,Others,Males,Queenstown- Total,Singapore Polytechnic,10
2015,Others,Males,Queenstown- Total,Tanglin Halt,200
2015,Others,Males,River Valley- Total,Institution Hill,220
2015,Others,Males,River Valley- Total,Leonie Hill,200
2015,Others,Males,River Valley- Total,One Tree Hill,170
2015,Others,Males,River Valley- Total,Oxley,110
2015,Others,Males,River Valley- Total,Paterson,20
2015,Others,Males,Rochor- Total,Bencoolen,40
2015,Others,Males,Rochor- Total,Farrer Park,20
2015,Others,Males,Rochor- Total,Kampong Glam,20
2015,Others,Males,Rochor- Total,Little India,20
2015,Others,Males,Rochor- Total,Mackenzie,10
2015,Others,Males,Rochor- Total,Mount Emily,110
2015,Others,Males,Rochor- Total,Selegie,10
2015,Others,Males,Rochor- Total,Sungei Road,20
2015,Others,Males,Rochor- Total,Victoria,30
2015,Others,Males,Seletar- Total,Seletar,30
2015,Others,Males,Sembawang- Total,Admiralty,270
2015,Others,Males,Sembawang- Total,Sembawang Central,660
2015,Others,Males,Sembawang- Total,Sembawang North,600
2015,Others,Males,Sembawang- Total,Sembawang Springs,60
2015,Others,Males,Sembawang- Total,Sembawang Straits,50
2015,Others,Males,Sengkang- Total,Anchorvale,470
2015,Others,Males,Sengkang- Total,Compassvale,140
2015,Others,Males,Sengkang- Total,Fernvale,380
2015,Others,Males,Sengkang- Total,Rivervale,710
2015,Others,Males,Sengkang- Total,Sengkang Town Centre,680
2015,Others,Males,Serangoon- Total,Lorong Chuan,170
2015,Others,Males,Serangoon- Total,Seletar Hills,250
2015,Others,Males,Serangoon- Total,Serangoon Central,270
2015,Others,Males,Serangoon- Total,Serangoon Garden,540
2015,Others,Males,Serangoon- Total,Serangoon North,170
2015,Others,Males,Serangoon- Total,Upper Paya Lebar,160
2015,Others,Males,Singapore River- Total,Boat Quay,40
2015,Others,Males,Singapore River- Total,Clarke Quay,20
2015,Others,Males,Singapore River- Total,Robertson Quay,290
2015,Others,Males,Southern Islands- Total,Sentosa,280
2015,Others,Males,Sungei Kadut- Total,Turf Club,10
2015,Others,Males,Tampines- Total,Simei,850
2015,Others,Males,Tampines- Total,Tampines East,2020
2015,Others,Males,Tampines- Total,Tampines West,890
2015,Others,Males,Tampines- Total,Xilin,50
2015,Others,Males,Tanglin- Total,Chatsworth,430
2015,Others,Males,Tanglin- Total,Nassim,530
2015,Others,Males,Tanglin- Total,Ridout,120
2015,Others,Males,Tanglin- Total,Tyersall,290
2015,Others,Males,Toa Payoh- Total,Boon Teck,120
2015,Others,Males,Toa Payoh- Total,Braddell,160
2015,Others,Males,Toa Payoh- Total,Joo Seng,70
2015,Others,Males,Toa Payoh- Total,Kim Keat,100
2015,Others,Males,Toa Payoh- Total,Lorong 8 Toa Payoh,80
2015,Others,Males,Toa Payoh- Total,Pei Chun,140
2015,Others,Males,Toa Payoh- Total,Potong Pasir,110
2015,Others,Males,Toa Payoh- Total,Sennett,40
2015,Others,Males,Toa Payoh- Total,Toa Payoh Central,450
2015,Others,Males,Toa Payoh- Total,Toa Payoh West,280
2015,Others,Males,Toa Payoh- Total,Woodleigh,50
2015,Others,Males,Western Water Catchment- Total,Western Water Catchment,30
2015,Others,Males,Woodlands- Total,Midview,360
2015,Others,Males,Woodlands- Total,North Coast,130
2015,Others,Males,Woodlands- Total,Woodgrove,420
2015,Others,Males,Woodlands- Total,Woodlands East,1260
2015,Others,Males,Woodlands- Total,Woodlands South,540
2015,Others,Males,Woodlands- Total,Woodlands West,280
2015,Others,Males,Yishun- Total,Khatib,150
2015,Others,Males,Yishun- Total,Lower Seletar,50
2015,Others,Males,Yishun- Total,Nee Soon,20
2015,Others,Males,Yishun- Total,Northland,510
2015,Others,Males,Yishun- Total,Springleaf,50
2015,Others,Males,Yishun- Total,Yishun Central,10
2015,Others,Males,Yishun- Total,Yishun East,590
2015,Others,Males,Yishun- Total,Yishun South,440
2015,Others,Males,Yishun- Total,Yishun West,700
2015,Others,Females,Ang Mo Kio- Total,Ang Mo Kio Town Centre,90
2015,Others,Females,Ang Mo Kio- Total,Cheng San,370
2015,Others,Females,Ang Mo Kio- Total,Chong Boon,370
2015,Others,Females,Ang Mo Kio- Total,Kebun Bahru,330
2015,Others,Females,Ang Mo Kio- Total,Sembawang Hills,110
2015,Others,Females,Ang Mo Kio- Total,Shangri-La,240
2015,Others,Females,Ang Mo Kio- Total,Tagore,140
2015,Others,Females,Ang Mo Kio- Total,Townsville,330
2015,Others,Females,Ang Mo Kio- Total,Yio Chu Kang East,50
2015,Others,Females,Ang Mo Kio- Total,Yio Chu Kang West,370
2015,Others,Females,Bedok- Total,Bayshore,340
2015,Others,Females,Bedok- Total,Bedok North,1450
2015,Others,Females,Bedok- Total,Bedok Reservoir,420
2015,Others,Females,Bedok- Total,Bedok South,1210
2015,Others,Females,Bedok- Total,Frankel,1110
2015,Others,Females,Bedok- Total,Kaki Bukit,610
2015,Others,Females,Bedok- Total,Kembangan,750
2015,Others,Females,Bedok- Total,Siglap,210
2015,Others,Females,Bishan- Total,Bishan East,430
2015,Others,Females,Bishan- Total,Marymount,450
2015,Others,Females,Bishan- Total,Upper Thomson,520
2015,Others,Females,Bukit Batok- Total,Bukit Batok Central,320
2015,Others,Females,Bukit Batok- Total,Bukit Batok East,170
2015,Others,Females,Bukit Batok- Total,Bukit Batok South,180
2015,Others,Females,Bukit Batok- Total,Bukit Batok West,170
2015,Others,Females,Bukit Batok- Total,Gombak,120
2015,Others,Females,Bukit Batok- Total,Guilin,220
2015,Others,Females,Bukit Batok- Total,Hillview,470
2015,Others,Females,Bukit Batok- Total,Hong Kah North,380
2015,Others,Females,Bukit Merah- Total,Alexandra Hill,190
2015,Others,Females,Bukit Merah- Total,Alexandra North,50
2015,Others,Females,Bukit Merah- Total,Bukit Ho Swee,210
2015,Others,Females,Bukit Merah- Total,Bukit Merah,10
2015,Others,Females,Bukit Merah- Total,Depot Road,120
2015,Others,Females,Bukit Merah- Total,Everton Park,220
2015,Others,Females,Bukit Merah- Total,Henderson Hill,200
2015,Others,Females,Bukit Merah- Total,Kampong Tiong Bahru,130
2015,Others,Females,Bukit Merah- Total,Maritime Square,230
2015,Others,Females,Bukit Merah- Total,Redhill,180
2015,Others,Females,Bukit Merah- Total,Telok Blangah Drive,230
2015,Others,Females,Bukit Merah- Total,Telok Blangah Rise,160
2015,Others,Females,Bukit Merah- Total,Telok Blangah Way,140
2015,Others,Females,Bukit Merah- Total,Tiong Bahru,210
2015,Others,Females,Bukit Merah- Total,Tiong Bahru Station,300
2015,Others,Females,Bukit Panjang- Total,Bangkit,210
2015,Others,Females,Bukit Panjang- Total,Dairy Farm,150
2015,Others,Females,Bukit Panjang- Total,Fajar,310
2015,Others,Females,Bukit Panjang- Total,Jelebu,380
2015,Others,Females,Bukit Panjang- Total,Nature Reserve,160
2015,Others,Females,Bukit Panjang- Total,Saujana,280
2015,Others,Females,Bukit Panjang- Total,Senja,250
2015,Others,Females,Bukit Timah- Total,Anak Bukit,410
2015,Others,Females,Bukit Timah- Total,Coronation Road,280
2015,Others,Females,Bukit Timah- Total,Farrer Court,170
2015,Others,Females,Bukit Timah- Total,Hillcrest,470
2015,Others,Females,Bukit Timah- Total,Holland Road,500
2015,Others,Females,Bukit Timah- Total,Leedon Park,460
2015,Others,Females,Bukit Timah- Total,Swiss Club,280
2015,Others,Females,Bukit Timah- Total,Ulu Pandan,480
2015,Others,Females,Changi- Total,Changi Point,30
2015,Others,Females,Changi- Total,Changi West,30
2015,Others,Females,Choa Chu Kang- Total,Choa Chu Kang Central,310
2015,Others,Females,Choa Chu Kang- Total,Choa Chu Kang North,510
2015,Others,Females,Choa Chu Kang- Total,Keat Hong,190
2015,Others,Females,Choa Chu Kang- Total,Peng Siang,450
2015,Others,Females,Choa Chu Kang- Total,Teck Whye,310
2015,Others,Females,Choa Chu Kang- Total,Yew Tee,720
2015,Others,Females,Clementi- Total,Clementi Central,240
2015,Others,Females,Clementi- Total,Clementi North,490
2015,Others,Females,Clementi- Total,Clementi West,250
2015,Others,Females,Clementi- Total,Clementi Woods,320
2015,Others,Females,Clementi- Total,Faber,130
2015,Others,Females,Clementi- Total,Sunset Way,230
2015,Others,Females,Clementi- Total,West Coast,130
2015,Others,Females,Downtown Core- Total,Bugis,20
2015,Others,Females,Downtown Core- Total,Cecil,10
2015,Others,Females,Downtown Core- Total,Central Subzone,60
2015,Others,Females,Downtown Core- Total,Tanjong Pagar,50
2015,Others,Females,Geylang- Total,Aljunied,770
2015,Others,Females,Geylang- Total,Geylang East,630
2015,Others,Females,Geylang- Total,Kampong Ubi,190
2015,Others,Females,Geylang- Total,Macpherson,350
2015,Others,Females,Hougang- Total,Hougang Central,40
2015,Others,Females,Hougang- Total,Hougang East,240
2015,Others,Females,Hougang- Total,Hougang West,540
2015,Others,Females,Hougang- Total,Kangkar,320
2015,Others,Females,Hougang- Total,Kovan,300
2015,Others,Females,Hougang- Total,Lorong Ah Soo,340
2015,Others,Females,Hougang- Total,Tai Seng,160
2015,Others,Females,Hougang- Total,Trafalgar,780
2015,Others,Females,Jurong East- Total,Lakeside,20
2015,Others,Females,Jurong East- Total,Teban Gardens,200
2015,Others,Females,Jurong East- Total,Toh Guan,240
2015,Others,Females,Jurong East- Total,Yuhua East,310
2015,Others,Females,Jurong East- Total,Yuhua West,290
2015,Others,Females,Jurong West- Total,Boon Lay Place,440
2015,Others,Females,Jurong West- Total,Hong Kah,700
2015,Others,Females,Jurong West- Total,Jurong West Central,1160
2015,Others,Females,Jurong West- Total,Taman Jurong,480
2015,Others,Females,Jurong West- Total,Wenya,130
2015,Others,Females,Jurong West- Total,Yunnan,640
2015,Others,Females,Kallang- Total,Bendemeer,330
2015,Others,Females,Kallang- Total,Boon Keng,130
2015,Others,Females,Kallang- Total,Crawford,160
2015,Others,Females,Kallang- Total,Geylang Bahru,140
2015,Others,Females,Kallang- Total,Kampong Bugis,20
2015,Others,Females,Kallang- Total,Kampong Java,240
2015,Others,Females,Kallang- Total,Lavender,170
2015,Others,Females,Kallang- Total,Tanjong Rhu,380
2015,Others,Females,Mandai- Total,Mandai Estate,40
2015,Others,Females,Marine Parade- Total,Katong,230
2015,Others,Females,Marine Parade- Total,Marine Parade,770
2015,Others,Females,Marine Parade- Total,Mountbatten,310
2015,Others,Females,Museum- Total,Dhoby Ghaut,20
2015,Others,Females,Museum- Total,Fort Canning,30
2015,Others,Females,Newton- Total,Cairnhill,250
2015,Others,Females,Newton- Total,Goodwood Park,60
2015,Others,Females,Newton- Total,Monk's Hill,70
2015,Others,Females,Newton- Total,Newton Circus,30
2015,Others,Females,Newton- Total,Orange Grove,170
2015,Others,Females,Novena- Total,Balestier,690
2015,Others,Females,Novena- Total,Dunearn,180
2015,Others,Females,Novena- Total,Malcolm,180
2015,Others,Females,Novena- Total,Moulmein,390
2015,Others,Females,Novena- Total,Mount Pleasant,50
2015,Others,Females,Orchard- Total,Boulevard,30
2015,Others,Females,Orchard- Total,Somerset,10
2015,Others,Females,Orchard- Total,Tanglin,60
2015,Others,Females,Outram- Total,China Square,10
2015,Others,Females,Outram- Total,Chinatown,160
2015,Others,Females,Outram- Total,Pearl's Hill,100
2015,Others,Females,Outram- Total,People's Park,10
2015,Others,Females,Pasir Ris- Total,Flora Drive,280
2015,Others,Females,Pasir Ris- Total,Loyang East,110
2015,Others,Females,Pasir Ris- Total,Pasir Ris Central,500
2015,Others,Females,Pasir Ris- Total,Pasir Ris Drive,1230
2015,Others,Females,Pasir Ris- Total,Pasir Ris Park,80
2015,Others,Females,Pasir Ris- Total,Pasir Ris West,720
2015,Others,Females,Punggol- Total,Matilda,410
2015,Others,Females,Punggol- Total,Northshore,10
2015,Others,Females,Punggol- Total,Punggol Field,670
2015,Others,Females,Punggol- Total,Punggol Town Centre,90
2015,Others,Females,Punggol- Total,Waterway East,330
2015,Others,Females,Queenstown- Total,Commonwealth,200
2015,Others,Females,Queenstown- Total,Dover,250
2015,Others,Females,Queenstown- Total,Ghim Moh,180
2015,Others,Females,Queenstown- Total,Holland Drive,260
2015,Others,Females,Queenstown- Total,Kent Ridge,100
2015,Others,Females,Queenstown- Total,Margaret Drive,170
2015,Others,Females,Queenstown- Total,Mei Chin,250
2015,Others,Females,Queenstown- Total,National University of S'pore,20
2015,Others,Females,Queenstown- Total,One North,80
2015,Others,Females,Queenstown- Total,Pasir Panjang 1,140
2015,Others,Females,Queenstown- Total,Pasir Panjang 2,190
2015,Others,Females,Queenstown- Total,Queensway,10
2015,Others,Females,Queenstown- Total,Singapore Polytechnic,10
2015,Others,Females,Queenstown- Total,Tanglin Halt,240
2015,Others,Females,River Valley- Total,Institution Hill,210
2015,Others,Females,River Valley- Total,Leonie Hill,210
2015,Others,Females,River Valley- Total,One Tree Hill,170
2015,Others,Females,River Valley- Total,Oxley,90
2015,Others,Females,River Valley- Total,Paterson,10
2015,Others,Females,Rochor- Total,Bencoolen,40
2015,Others,Females,Rochor- Total,Farrer Park,40
2015,Others,Females,Rochor- Total,Little India,20
2015,Others,Females,Rochor- Total,Mackenzie,10
2015,Others,Females,Rochor- Total,Mount Emily,80
2015,Others,Females,Rochor- Total,Selegie,10
2015,Others,Females,Rochor- Total,Sungei Road,20
2015,Others,Females,Rochor- Total,Victoria,30
2015,Others,Females,Seletar- Total,Seletar,30
2015,Others,Females,Sembawang- Total,Admiralty,270
2015,Others,Females,Sembawang- Total,Sembawang Central,680
2015,Others,Females,Sembawang- Total,Sembawang North,630
2015,Others,Females,Sembawang- Total,Sembawang Springs,70
2015,Others,Females,Sembawang- Total,Sembawang Straits,30
2015,Others,Females,Sengkang- Total,Anchorvale,580
2015,Others,Females,Sengkang- Total,Compassvale,170
2015,Others,Females,Sengkang- Total,Fernvale,560
2015,Others,Females,Sengkang- Total,Rivervale,800
2015,Others,Females,Sengkang- Total,Sengkang Town Centre,830
2015,Others,Females,Serangoon- Total,Lorong Chuan,180
2015,Others,Females,Serangoon- Total,Seletar Hills,210
2015,Others,Females,Serangoon- Total,Serangoon Central,320
2015,Others,Females,Serangoon- Total,Serangoon Garden,650
2015,Others,Females,Serangoon- Total,Serangoon North,210
2015,Others,Females,Serangoon- Total,Upper Paya Lebar,170
2015,Others,Females,Singapore River- Total,Boat Quay,20
2015,Others,Females,Singapore River- Total,Clarke Quay,10
2015,Others,Females,Singapore River- Total,Robertson Quay,240
2015,Others,Females,Southern Islands- Total,Sentosa,220
2015,Others,Females,Sungei Kadut- Total,Gali Batu,10
2015,Others,Females,Sungei Kadut- Total,Turf Club,10
2015,Others,Females,Tampines- Total,Simei,960
2015,Others,Females,Tampines- Total,Tampines East,2340
2015,Others,Females,Tampines- Total,Tampines West,1030
2015,Others,Females,Tampines- Total,Xilin,50
2015,Others,Females,Tanglin- Total,Chatsworth,440
2015,Others,Females,Tanglin- Total,Nassim,540
2015,Others,Females,Tanglin- Total,Ridout,110
2015,Others,Females,Tanglin- Total,Tyersall,270
2015,Others,Females,Toa Payoh- Total,Boon Teck,160
2015,Others,Females,Toa Payoh- Total,Braddell,160
2015,Others,Females,Toa Payoh- Total,Joo Seng,80
2015,Others,Females,Toa Payoh- Total,Kim Keat,120
2015,Others,Females,Toa Payoh- Total,Lorong 8 Toa Payoh,100
2015,Others,Females,Toa Payoh- Total,Pei Chun,200
2015,Others,Females,Toa Payoh- Total,Potong Pasir,130
2015,Others,Females,Toa Payoh- Total,Sennett,50
2015,Others,Females,Toa Payoh- Total,Toa Payoh Central,550
2015,Others,Females,Toa Payoh- Total,Toa Payoh West,320
2015,Others,Females,Toa Payoh- Total,Woodleigh,50
2015,Others,Females,Western Water Catchment- Total,Western Water Catchment,40
2015,Others,Females,Woodlands- Total,Midview,430
2015,Others,Females,Woodlands- Total,North Coast,140
2015,Others,Females,Woodlands- Total,Woodgrove,490
2015,Others,Females,Woodlands- Total,Woodlands East,1400
2015,Others,Females,Woodlands- Total,Woodlands South,540
2015,Others,Females,Woodlands- Total,Woodlands West,390
2015,Others,Females,Yishun- Total,Khatib,160
2015,Others,Females,Yishun- Total,Lower Seletar,30
2015,Others,Females,Yishun- Total,Nee Soon,10
2015,Others,Females,Yishun- Total,Northland,590
2015,Others,Females,Yishun- Total,Springleaf,50
2015,Others,Females,Yishun- Total,Yishun Central,20
2015,Others,Females,Yishun- Total,Yishun East,760
2015,Others,Females,Yishun- Total,Yishun South,550
2015,Others,Females,Yishun- Total,Yishun West,830
